event_id,event_type,timestamp,amount,customer_id,failure_reason,attempt_count,days_since_last_attempt,customer_history_summary,total_past_payments,past_successful_payments,past_recovery_rate,archetype,did_recover,recovery_probability,recommended_action,policy_decision,executed_action,outcome,revenue_recovered,reasoning_text
53f26bc7-286b-4fec-9159-a5e5b159e83a,payment_failure,2026-07-24T07:07:03.651538+00:00,3498.91,cust_chroni_9313,insufficient_funds,3,6.81,"{""total_past_payments"": 11, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.1818}",11,2,0.1818,chronic_failer,0,0.2036,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (2.3%), indicating high likelihood of permanent failure. Given 3 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
676e83ef-d15e-4c77-955f-af16e0f788a2,payment_failure,2026-08-10T12:05:14.028417+00:00,196586.27,cust_high_v_1430,insufficient_funds,3,1.07,"{""total_past_payments"": 18, ""past_successful_payments"": 15, ""past_recovery_rate"": 0.8333}",18,15,0.8333,high_value_link_responder,1,0.5862,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,196586.27,"This is a high-value transaction of ₹196,586.27 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
c37a465d-8b38-4db8-b3f4-4c0fa7859dd6,subscription_failure,2026-08-20T15:53:05.626308+00:00,4462.42,cust_reliab_3347,insufficient_funds,2,1.85,"{""total_past_payments"": 32, ""past_successful_payments"": 27, ""past_recovery_rate"": 0.8438}",32,27,0.8438,reliable_temporary_glitch,1,0.9377,RETRY,APPROVED,RETRY,SUCCESS,4462.42,The failure reason 'insufficient_funds' appears transient with an estimated recovery probability of 90.5%. The customer maintains a healthy historical success rate of 84.4% across 32 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
ebfb836d-564d-47dc-9990-9a25c7b10975,payment_failure,2026-07-30T03:31:50.584507+00:00,3619.43,cust_reliab_6314,network_error,2,0.96,"{""total_past_payments"": 20, ""past_successful_payments"": 18, ""past_recovery_rate"": 0.9}",20,18,0.9,reliable_temporary_glitch,1,0.8163,RETRY,APPROVED,RETRY,SUCCESS,3619.43,The failure reason 'network_error' appears transient with an estimated recovery probability of 99.2%. The customer maintains a healthy historical success rate of 90.0% across 20 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
ee35ac92-c605-44fe-abb3-23ec6136b01a,overdue_invoice,2026-08-19T22:51:10.193538+00:00,24166.89,cust_slow_b_7947,overdue,3,6.24,"{""total_past_payments"": 6, ""past_successful_payments"": 5, ""past_recovery_rate"": 0.8333}",6,5,0.8333,slow_but_reliable_payer,1,0.6222,REMINDER,APPROVED,REMINDER,SUCCESS,24166.89,"The invoice of ₹24,166.89 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 83.3%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
951bf1ae-f355-4cb1-ada5-915953fb797c,subscription_failure,2026-08-08T15:11:36.133873+00:00,88730.46,cust_high_v_1744,card_declined,3,1.98,"{""total_past_payments"": 21, ""past_successful_payments"": 17, ""past_recovery_rate"": 0.8095}",21,17,0.8095,high_value_link_responder,1,0.8117,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,88730.46,"This is a high-value transaction of ₹88,730.46 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
e9824405-39db-4025-a508-caf8bba640be,subscription_failure,2026-08-15T09:32:47.533321+00:00,7573.53,cust_chroni_1126,card_declined,4,5.58,"{""total_past_payments"": 11, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.1818}",11,2,0.1818,chronic_failer,0,0.0295,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (0.5%), indicating high likelihood of permanent failure. Given 4 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
7f873a8f-4cfe-4df8-9ff7-f8caedf51b08,payment_failure,2026-08-04T18:27:00.784240+00:00,175310.84,cust_high_v_1307,card_declined,2,0.68,"{""total_past_payments"": 28, ""past_successful_payments"": 17, ""past_recovery_rate"": 0.6071}",28,17,0.6071,high_value_link_responder,1,0.267,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,175310.84,"This is a high-value transaction of ₹175,310.84 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
a8ac928e-79c4-46df-a563-2b84319dbb5d,checkout_abandonment,2026-08-08T15:38:47.401568+00:00,5121.08,cust_checko_6321,abandoned,2,1.01,"{""total_past_payments"": 6, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.1667}",6,1,0.1667,checkout_abandoner,0,0.6635,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹5,121.08 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
d70babc6-9034-4685-a5be-0278771e0eeb,subscription_failure,2026-08-08T10:17:55.339025+00:00,2035.02,cust_reliab_6083,network_error,2,1.22,"{""total_past_payments"": 43, ""past_successful_payments"": 37, ""past_recovery_rate"": 0.8605}",43,37,0.8605,reliable_temporary_glitch,1,0.9572,RETRY,APPROVED,RETRY,SUCCESS,2035.02,The failure reason 'network_error' appears transient with an estimated recovery probability of 95.5%. The customer maintains a healthy historical success rate of 86.1% across 43 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
dd949db3-0d08-4be0-b32b-0097b6ad1715,checkout_abandonment,2026-08-19T05:44:16.925263+00:00,7763.74,cust_checko_3419,abandoned,1,2.74,"{""total_past_payments"": 5, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.4}",5,2,0.4,checkout_abandoner,1,0.0082,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (3.7%), indicating high likelihood of permanent failure. Given 1 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
021ab5f4-20dd-4e67-8c03-72ed8403a864,overdue_invoice,2026-08-01T20:45:52.916414+00:00,25943.15,cust_slow_b_8354,overdue,3,17.35,"{""total_past_payments"": 22, ""past_successful_payments"": 20, ""past_recovery_rate"": 0.9091}",22,20,0.9091,slow_but_reliable_payer,1,0.8965,REMINDER,APPROVED,REMINDER,SUCCESS,25943.15,"The invoice of ₹25,943.15 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 90.9%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
6fe7daa0-28d9-4502-a260-0bcb4ac855bf,subscription_failure,2026-07-22T22:25:41.463155+00:00,2721.02,cust_chroni_5961,expired_card,5,1.91,"{""total_past_payments"": 4, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.25}",4,1,0.25,chronic_failer,0,0.0327,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (5.0%), indicating high likelihood of permanent failure. Given 5 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
d1e271e0-e475-44c4-928c-ae9e9d8913f0,payment_failure,2026-08-20T09:39:14.291172+00:00,5846.7,cust_reliab_9307,network_error,2,0.25,"{""total_past_payments"": 15, ""past_successful_payments"": 14, ""past_recovery_rate"": 0.9333}",15,14,0.9333,reliable_temporary_glitch,1,0.9937,RETRY,APPROVED,RETRY,SUCCESS,5846.7,The failure reason 'network_error' appears transient with an estimated recovery probability of 98.7%. The customer maintains a healthy historical success rate of 93.3% across 15 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
74a1aa71-d9d9-41b3-9564-5e2a03cd241c,checkout_abandonment,2026-07-30T08:42:28.921812+00:00,923.81,cust_checko_2013,abandoned,1,1.1,"{""total_past_payments"": 7, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.4286}",7,3,0.4286,checkout_abandoner,0,0.8099,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹923.81 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
eacd3cfb-48b2-411d-9893-5ecbb7078bc8,subscription_failure,2026-08-02T03:31:10.851462+00:00,505.31,cust_chroni_3600,card_declined,6,6.95,"{""total_past_payments"": 18, ""past_successful_payments"": 4, ""past_recovery_rate"": 0.2222}",18,4,0.2222,chronic_failer,0,0.127,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (10.1%), indicating high likelihood of permanent failure. Given 6 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
4c90c805-09ce-46d3-89f0-9366c8a3b945,subscription_failure,2026-07-29T07:06:59.539731+00:00,10344.02,cust_reliab_2548,network_error,1,1.6,"{""total_past_payments"": 31, ""past_successful_payments"": 27, ""past_recovery_rate"": 0.871}",31,27,0.871,reliable_temporary_glitch,1,0.9346,RETRY,APPROVED,RETRY,SUCCESS,10344.02,The failure reason 'network_error' appears transient with an estimated recovery probability of 89.6%. The customer maintains a healthy historical success rate of 87.1% across 31 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
cfb344f2-af2e-45a1-9c1d-b1ad0e5be484,subscription_failure,2026-08-03T10:47:11.762713+00:00,2680.41,cust_reliab_6082,card_declined,1,1.21,"{""total_past_payments"": 19, ""past_successful_payments"": 19, ""past_recovery_rate"": 1.0}",19,19,1.0,reliable_temporary_glitch,0,0.8134,RETRY,APPROVED,RETRY,FAILED,0.0,The failure reason 'card_declined' appears transient with an estimated recovery probability of 71.6%. The customer maintains a healthy historical success rate of 100.0% across 19 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
ee847cca-bca1-4dda-a654-2c681cce3516,checkout_abandonment,2026-08-03T16:18:05.408358+00:00,11283.93,cust_checko_3093,abandoned,2,1.76,"{""total_past_payments"": 10, ""past_successful_payments"": 6, ""past_recovery_rate"": 0.6}",10,6,0.6,checkout_abandoner,0,0.3448,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹11,283.93 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
cd88c4e1-94f4-45dd-a3bb-0cd8039d63c3,overdue_invoice,2026-08-02T03:35:35.936393+00:00,48106.57,cust_slow_b_4509,overdue,2,5.46,"{""total_past_payments"": 13, ""past_successful_payments"": 10, ""past_recovery_rate"": 0.7692}",13,10,0.7692,slow_but_reliable_payer,1,0.861,REMINDER,APPROVED,REMINDER,SUCCESS,48106.57,"The invoice of ₹48,106.57 INR is overdue with 2 previous attempt(s). The customer has a solid historical recovery rate of 76.9%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
7d6c477c-d53c-4ad7-a2d7-4fa211b9a3a8,checkout_abandonment,2026-07-22T12:44:52.869842+00:00,2239.62,cust_checko_9843,abandoned,2,2.56,"{""total_past_payments"": 1, ""past_successful_payments"": 0, ""past_recovery_rate"": 0.0}",1,0,0.0,checkout_abandoner,1,0.3349,REMINDER,APPROVED,REMINDER,SUCCESS,2239.62,"The customer abandoned checkout for an order worth ₹2,239.62 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
4cc8a71b-c178-4a18-8342-ac921c956737,overdue_invoice,2026-08-17T14:22:33.156362+00:00,43904.79,cust_slow_b_3712,overdue,1,9.52,"{""total_past_payments"": 23, ""past_successful_payments"": 21, ""past_recovery_rate"": 0.913}",23,21,0.913,slow_but_reliable_payer,0,0.8234,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The invoice of ₹43,904.79 INR is overdue with 1 previous attempt(s). The customer has a solid historical recovery rate of 91.3%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
2b5899d9-cdce-455b-ac4a-268f34167985,payment_failure,2026-07-30T22:37:46.205289+00:00,243157.44,cust_high_v_4833,card_declined,3,1.21,"{""total_past_payments"": 28, ""past_successful_payments"": 23, ""past_recovery_rate"": 0.8214}",28,23,0.8214,high_value_link_responder,0,0.7992,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹243,157.44 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
eb2ea156-dcd5-452b-9a83-d322bfd93906,checkout_abandonment,2026-08-10T11:53:08.508041+00:00,11389.35,cust_checko_9239,abandoned,2,1.49,"{""total_past_payments"": 4, ""past_successful_payments"": 2, ""past_recovery_rate"": 0.5}",4,2,0.5,checkout_abandoner,0,0.3415,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹11,389.35 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
918f3642-86a7-41e7-9c60-6ffe60cec0b9,subscription_failure,2026-07-28T11:49:28.362765+00:00,1279.51,cust_chroni_2680,insufficient_funds,5,1.31,"{""total_past_payments"": 17, ""past_successful_payments"": 5, ""past_recovery_rate"": 0.2941}",17,5,0.2941,chronic_failer,0,0.0894,ESCALATE,APPROVED,ESCALATE,PENDING,0.0,"Automated recovery has failed after 5 attempts for this transaction of ₹1,279.51 INR. With ML recovery probability estimated at 55.6%, automated retries have diminishing returns. Escalating to a human customer success representative is recommended for personalized outreach."
3d36ac00-5342-4eb3-bee1-4ea8f7d34ac2,payment_failure,2026-08-08T01:13:16.852565+00:00,140504.37,cust_high_v_6727,card_declined,2,0.73,"{""total_past_payments"": 12, ""past_successful_payments"": 10, ""past_recovery_rate"": 0.8333}",12,10,0.8333,high_value_link_responder,0,0.8025,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹140,504.37 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
c629bd5b-3e8a-4dbe-a494-52447f9a1275,checkout_abandonment,2026-08-10T07:28:44.095717+00:00,4910.22,cust_checko_6221,abandoned,1,1.25,"{""total_past_payments"": 0, ""past_successful_payments"": 0, ""past_recovery_rate"": 0.0}",0,0,0.0,checkout_abandoner,0,0.7724,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The customer abandoned checkout for an order worth ₹4,910.22 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
2f5d2e5e-5622-4aaa-a109-7b188c492ce8,overdue_invoice,2026-08-12T22:10:40.873951+00:00,84678.54,cust_slow_b_1086,overdue,3,25.78,"{""total_past_payments"": 19, ""past_successful_payments"": 15, ""past_recovery_rate"": 0.7895}",19,15,0.7895,slow_but_reliable_payer,0,0.9078,REMINDER,APPROVED,REMINDER,FAILED,0.0,"The invoice of ₹84,678.54 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 79.0%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
a02f7a0b-6de9-4f5f-a1d8-b9d7f39bea22,checkout_abandonment,2026-08-17T01:04:37.419439+00:00,11309.61,cust_checko_2996,abandoned,2,0.51,"{""total_past_payments"": 4, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.25}",4,1,0.25,checkout_abandoner,0,0.4169,REMINDER,BLOCKED: max_daily_contact_attempts_per_customer,STOP,NO_ACTION,0.0,"The customer abandoned checkout for an order worth ₹11,309.61 INR. Since no transaction was submitted to the payment gateway, automated retries are inapplicable. We recommend sending a targeted checkout reminder notice with an instant payment link."
dbb1662b-e72f-4bcc-9a11-f1ed4707fcde,payment_failure,2026-07-25T09:01:31.544164+00:00,159266.28,cust_high_v_3352,card_declined,1,2.08,"{""total_past_payments"": 23, ""past_successful_payments"": 15, ""past_recovery_rate"": 0.6522}",23,15,0.6522,high_value_link_responder,1,0.8098,PAYMENT_LINK,APPROVED,PAYMENT_LINK,SUCCESS,159266.28,"This is a high-value transaction of ₹159,266.28 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
1ad235b5-5625-4245-a412-3bf6f58a4377,overdue_invoice,2026-08-04T09:51:11.919876+00:00,26858.25,cust_slow_b_9618,overdue,3,7.14,"{""total_past_payments"": 15, ""past_successful_payments"": 11, ""past_recovery_rate"": 0.7333}",15,11,0.7333,slow_but_reliable_payer,1,0.7931,REMINDER,APPROVED,REMINDER,SUCCESS,26858.25,"The invoice of ₹26,858.25 INR is overdue with 3 previous attempt(s). The customer has a solid historical recovery rate of 73.3%, indicating willingness to pay once notified. Sending a formal payment reminder notice is the most effective approach to prompt settlement."
dfa88687-310e-43ce-bafe-eabc3899b890,payment_failure,2026-08-20T05:23:11.041781+00:00,6109.78,cust_reliab_2106,insufficient_funds,2,0.58,"{""total_past_payments"": 11, ""past_successful_payments"": 10, ""past_recovery_rate"": 0.9091}",11,10,0.9091,reliable_temporary_glitch,1,0.9884,RETRY,APPROVED,RETRY,SUCCESS,6109.78,The failure reason 'insufficient_funds' appears transient with an estimated recovery probability of 99.3%. The customer maintains a healthy historical success rate of 90.9% across 11 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
4c85d574-279e-4e43-9f94-a4b50211e05c,subscription_failure,2026-07-29T09:15:00.710126+00:00,5934.46,cust_chroni_3868,expired_card,5,1.8,"{""total_past_payments"": 13, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.2308}",13,3,0.2308,chronic_failer,0,0.181,ESCALATE,APPROVED,ESCALATE,PENDING,0.0,"Automated recovery has failed after 5 attempts for this transaction of ₹5,934.46 INR. With ML recovery probability estimated at 80.9%, automated retries have diminishing returns. Escalating to a human customer success representative is recommended for personalized outreach."
6d17e1c1-296a-4e1a-85c6-4cbc6eca60bd,payment_failure,2026-08-17T11:38:14.381365+00:00,5785.15,cust_chroni_4268,card_declined,6,1.22,"{""total_past_payments"": 8, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.125}",8,1,0.125,chronic_failer,0,0.0127,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (9.8%), indicating high likelihood of permanent failure. Given 6 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
35c6d747-233a-43b4-81f7-b3e369faa239,payment_failure,2026-08-09T14:00:35.519496+00:00,12323.39,cust_reliab_1783,network_error,2,0.58,"{""total_past_payments"": 22, ""past_successful_payments"": 20, ""past_recovery_rate"": 0.9091}",22,20,0.9091,reliable_temporary_glitch,1,0.9006,RETRY,APPROVED,RETRY,SUCCESS,12323.39,The failure reason 'network_error' appears transient with an estimated recovery probability of 99.8%. The customer maintains a healthy historical success rate of 90.9% across 22 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
5124f610-7942-4e09-94ad-a911569f9606,payment_failure,2026-07-30T05:32:58.699136+00:00,7178.17,cust_chroni_9151,insufficient_funds,6,3.03,"{""total_past_payments"": 7, ""past_successful_payments"": 1, ""past_recovery_rate"": 0.1429}",7,1,0.1429,chronic_failer,0,0.0418,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (0.4%), indicating high likelihood of permanent failure. Given 6 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
ef589cb9-7d19-48e7-b815-1fb03740eef9,subscription_failure,2026-08-19T01:15:03.246657+00:00,6655.25,cust_reliab_6262,network_error,2,1.24,"{""total_past_payments"": 21, ""past_successful_payments"": 19, ""past_recovery_rate"": 0.9048}",21,19,0.9048,reliable_temporary_glitch,1,0.9556,RETRY,APPROVED,RETRY,SUCCESS,6655.25,The failure reason 'network_error' appears transient with an estimated recovery probability of 96.6%. The customer maintains a healthy historical success rate of 90.5% across 21 past payments. An automated payment gateway retry within standard cooldown limits is recommended.
7eb385c5-0f24-4347-8c57-373d24a20e8f,payment_failure,2026-08-16T12:44:49.022664+00:00,3662.49,cust_chroni_8126,expired_card,6,1.25,"{""total_past_payments"": 13, ""past_successful_payments"": 3, ""past_recovery_rate"": 0.2308}",13,3,0.2308,chronic_failer,0,0.0134,STOP,APPROVED,STOP,NO_ACTION,0.0,"The predicted recovery probability is extremely low (3.2%), indicating high likelihood of permanent failure. Given 6 prior failed attempt(s) and poor past payment performance, continuing automated attempts would incur unnecessary fees and annoy the customer. We recommend halting all recovery efforts for this invoice."
efdb29f5-a319-4bae-9f56-dfc40ed7bc90,payment_failure,2026-08-19T06:42:05.572217+00:00,67376.13,cust_slow_b_1510,insufficient_funds,2,17.83,"{""total_past_payments"": 25, ""past_successful_payments"": 18, ""past_recovery_rate"": 0.72}",25,18,0.72,slow_but_reliable_payer,0,0.8047,PAYMENT_LINK,APPROVED,PAYMENT_LINK,FAILED,0.0,"This is a high-value transaction of ₹67,376.13 INR that requires customer-initiated 2FA authentication. Automated gateway retries frequently fail for transactions of this scale due to bank security policies. Sending a secure payment link directly to the customer provides a seamless authentication flow and yields optimal recovery."
